Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Best uses (product.metafields.shopify.best-uses),Boot style (product.metafields.shopify.boot-style),Bra closure type (product.metafields.shopify.bra-closure-type),Bra coverage (product.metafields.shopify.bra-coverage),Bra features (product.metafields.shopify.bra-features),Bra strap type (product.metafields.shopify.bra-strap-type),Bra style (product.metafields.shopify.bra-style),Bra support level (product.metafields.shopify.bra-support-level),Bracelet design (product.metafields.shopify.bracelet-design),Carry options (product.metafields.shopify.carry-options),Closure type (product.metafields.shopify.closure-type),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Cup size (product.metafields.shopify.cup-size),Dress occasion (product.metafields.shopify.dress-occasion),Dress style (product.metafields.shopify.dress-style),Earring design (product.metafields.shopify.earring-design),Eyewear frame design (product.metafields.shopify.eyewear-frame-design),Fabric (product.metafields.shopify.fabric),Fit (product.metafields.shopify.fit),Flat shoe style (product.metafields.shopify.flat-shoe-style),Footwear material (product.metafields.shopify.footwear-material),Heel height type (product.metafields.shopify.heel-height-type),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Lens polarization (product.metafields.shopify.lens-polarization),Necklace design (product.metafields.shopify.necklace-design),Neckline (product.metafields.shopify.neckline),Occasion style (product.metafields.shopify.occasion-style),One-piece style (product.metafields.shopify.one-piece-style),Outerwear clothing features (product.metafields.shopify.outerwear-clothing-features),Pants length type (product.metafields.shopify.pants-length-type),Ring design (product.metafields.shopify.ring-design),Sandal style (product.metafields.shopify.sandal-style),Shoe features (product.metafields.shopify.shoe-features),Shoe fit (product.metafields.shopify.shoe-fit),Shoe size (product.metafields.shopify.shoe-size),Size (product.metafields.shopify.size),Skirt/Dress length type (product.metafields.shopify.skirt-dress-length-type),Skirt style (product.metafields.shopify.skirt-style),Sleeve length type (product.metafields.shopify.sleeve-length-type),Sneaker style (product.metafields.shopify.sneaker-style),Swimwear features (product.metafields.shopify.swimwear-features),Target gender (product.metafields.shopify.target-gender),Toe style (product.metafields.shopify.toe-style),Top length type (product.metafields.shopify.top-length-type),Waist rise (product.metafields.shopify.waist-rise),Watch display (product.metafields.shopify.watch-display),Watch features (product.metafields.shopify.watch-features),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / France,Price / France,Compare At Price / France,Included / Italie,Price / Italie,Compare At Price / Italie,Included / Spain,Price / Spain,Compare At Price / Spain,Status
blouse-rayee-elegante-pour-femme,,,,,,,,,Rose,,,S,,,,,,0.0,shopify,20,deny,manual,34.95,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/4_f05945eb-ec99-4a92-9575-15968d207240.png?v=1778170500,kg,,,,,,,,,,,,
blouse-rayee-elegante-pour-femme,,,,,,,,,Rose,,,M,,,,,,0.0,shopify,20,deny,manual,34.95,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/4_f05945eb-ec99-4a92-9575-15968d207240.png?v=1778170500,kg,,,,,,,,,,,,
blouse-rayee-elegante-pour-femme,,,,,,,,,Rose,,,L,,,,,,0.0,shopify,20,deny,manual,34.95,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/4_f05945eb-ec99-4a92-9575-15968d207240.png?v=1778170500,kg,,,,,,,,,,,,
blouse-rayee-elegante-pour-femme,,,,,,,,,Rose,,,XL,,,,,,0.0,shopify,20,deny,manual,34.95,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/4_f05945eb-ec99-4a92-9575-15968d207240.png?v=1778170500,kg,,,,,,,,,,,,
blouse-rayee-elegante-pour-femme,,,,,,,,,Rose,,,XXL,,,,,,0.0,shopify,20,deny,manual,34.95,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/4_f05945eb-ec99-4a92-9575-15968d207240.png?v=1778170500,kg,,,,,,,,,,,,
blouse-rayee-elegante-pour-femme,,,,,,,,,Jaune,,,S,,,,,,0.0,shopify,20,deny,manual,34.95,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/5_8ac802ac-f85b-46ad-aa3b-e97f0c903736.png?v=1778170500,kg,,,,,,,,,,,,
blouse-rayee-elegante-pour-femme,,,,,,,,,Jaune,,,M,,,,,,0.0,shopify,20,deny,manual,34.95,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/5_8ac802ac-f85b-46ad-aa3b-e97f0c903736.png?v=1778170500,kg,,,,,,,,,,,,
blouse-rayee-elegante-pour-femme,,,,,,,,,Jaune,,,L,,,,,,0.0,shopify,20,deny,manual,34.95,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/5_8ac802ac-f85b-46ad-aa3b-e97f0c903736.png?v=1778170500,kg,,,,,,,,,,,,
blouse-rayee-elegante-pour-femme,,,,,,,,,Jaune,,,XL,,,,,,0.0,shopify,20,deny,manual,34.95,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/5_8ac802ac-f85b-46ad-aa3b-e97f0c903736.png?v=1778170500,kg,,,,,,,,,,,,
blouse-rayee-elegante-pour-femme,,,,,,,,,Jaune,,,XXL,,,,,,0.0,shopify,20,deny,manual,34.95,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/5_8ac802ac-f85b-46ad-aa3b-e97f0c903736.png?v=1778170500,kg,,,,,,,,,,,,
ensemble-d-ete-chic-imprime-deux-pieces,Ensemble D’Été Chic Imprimé Deux Pièces,"<p class=""p1"">Adoptez une élégance estivale sans effort avec cet ensemble deux pièces chic pour femme. Composé d’un chemisier court fluide et d’un short portefeuille taille haute assorti, cet ensemble associe parfaitement confort léger et style sophistiqué pour les journées ensoleillées et les escapades estivales.</p>
<p class=""p1"">L’imprimé artistique bleu et vert apporte une touche fraîche inspirée du style méditerranéen, tandis que les finitions contrastées ajoutent une allure raffinée et moderne. Les manches courtes amples et le tissu respirant offrent une sensation légère et agréable tout au long de la journée.</p>
<p class=""p1"">Parfait pour les vacances, beach clubs, brunchs, tenues de resort, sorties estivales et looks casual chic. Portez les pièces ensemble pour une silhouette élégante ou séparément pour créer de nombreuses tenues tendance.</p>
<h2><span class=""s1""><b>Détails</b></span></h2>
<p class=""p1"">• Ensemble Deux Pièces Élégant Pour Femme<br>• Chemisier Court Fluide Boutonné<br>• Short Portefeuille Taille Haute Assorti<br>• Imprimé Artistique Bleu Et Vert<br>• Tissu Léger Et Respirant<br>• Finitions Contrastées Élégantes<br>• Manches Courtes Amples<br>• Coupe Décontractée Et Confortable<br>• Parfait Pour L’Été Et Les Vacances<br>• Look Chic Et Raffiné Style Resort</p>",Ceofo,Apparel & Accessories > Clothing > Outfit Sets,"","",false,Couleur,Blanc,,Taille,S,,,,,,0.0,shopify,20,deny,manual,44.95,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1014/8016/9817/files/1_6c0cd762-2936-4d4e-9347-6672b74033aa.png?v=1778169713,1,"",false,,,7313,,adult,,,,,,,,,,,,adults,,,,,,,,,,,,,,,,white,,occasionnel; fete,,,,,,,,,,,,,col-en-v,,,,au-dessus-du-genou,,,,,,,mini,,courte,,,female,,crop-top,haute,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/1_6c0cd762-2936-4d4e-9347-6672b74033aa.png?v=1778169713,kg,,,true,,,true,,,true,,,draft
ensemble-d-ete-chic-imprime-deux-pieces,,,,,,,,,Blanc,,,M,,,,,,0.0,shopify,20,deny,manual,44.95,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1014/8016/9817/files/2_e0234927-6c35-4650-8d4a-9fee81a8a7b5.png?v=1778169713,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/1_6c0cd762-2936-4d4e-9347-6672b74033aa.png?v=1778169713,kg,,,,,,,,,,,,
ensemble-d-ete-chic-imprime-deux-pieces,,,,,,,,,Blanc,,,L,,,,,,0.0,shopify,20,deny,manual,44.95,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1014/8016/9817/files/3_ae9b0f37-bf8d-42d3-baf8-eb2473f04b00.png?v=1778169713,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/1_6c0cd762-2936-4d4e-9347-6672b74033aa.png?v=1778169713,kg,,,,,,,,,,,,
ensemble-d-ete-chic-imprime-deux-pieces,,,,,,,,,Blanc,,,XL,,,,,,0.0,shopify,20,deny,manual,44.95,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1014/8016/9817/files/4_b03e24be-31a1-4381-a540-eaf014662dc4.png?v=1778169714,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/1_6c0cd762-2936-4d4e-9347-6672b74033aa.png?v=1778169713,kg,,,,,,,,,,,,
ensemble-d-ete-chic-imprime-deux-pieces,,,,,,,,,Blanc,,,XXL,,,,,,0.0,shopify,20,deny,manual,44.95,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/1_6c0cd762-2936-4d4e-9347-6672b74033aa.png?v=1778169713,kg,,,,,,,,,,,,
ensemble-rose-elegant-deux-pieces,Ensemble Rose Élégant Deux Pièces,"<p class=""p1"">Apportez une touche chic et raffinée à votre garde-robe d’été avec cet élégant ensemble rose deux pièces, conçu pour les femmes qui aiment un style féminin et moderne. Composé d’un top court sans manches et d’une jupe longue taille haute fluide, cet ensemble crée une silhouette élégante et flatteuse avec une allure naturellement sophistiquée.</p>
<p class=""p1"">Les détails brodés apportent texture et raffinement, tandis que le tissu léger assure un confort optimal pendant les journées et soirées chaudes. La fente élégante de la jupe ajoute du mouvement et une touche subtilement glamour, idéale pour les vacances, brunchs, beach clubs, soirées d’été, jardins et occasions spéciales.</p>
<p class=""p1"">Portez l’ensemble complet pour un look coordonné et luxueux, ou associez les pièces séparément pour créer de nombreuses tenues élégantes. À porter avec des sandales, des talons, un sac tressé ou des bijoux dorés pour une allure estivale raffinée.</p>
<h2><span class=""s1""><b>Détails</b></span></h2>
<p class=""p1"">• Ensemble Élégant Deux Pièces Pour Femme<br>• Top Court Sans Manches<br>• Jupe Longue Taille Haute<br>• Détails Brodés Raffinés<br>• Silhouette Fluide Et Féminine<br>• Tissu Léger Et Respirant<br>• Fente Latérale Élégante<br>• Parfait Pour L’Été, Les Vacances Et Les Soirées<br>• Coupe Chic Et Confortable<br>• Facile À Porter En Journée Ou En Soirée</p>",Ceofo,Apparel & Accessories > Clothing > Outfit Sets,"","",false,Couleur,Rose,,Taille,S,,,,,,0.0,shopify,15,deny,manual,44.95,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1014/8016/9817/files/1_2b6fb4b5-4a0e-4d19-9a3f-1af2cc1fd88f.png?v=1778093367,1,"",false,,,7313,,adult,,,,,,,,,,,,adults,,,,,,,,,,,,,,,,rose,,occasionnel,,,,,,,,,,,,,rond,,,,,,,,,,,longue,,sans-manches,,,female,,crop-top,haute,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/1_2b6fb4b5-4a0e-4d19-9a3f-1af2cc1fd88f.png?v=1778093367,kg,,,true,,,true,,,true,,,draft
ensemble-rose-elegant-deux-pieces,,,,,,,,,Rose,,,M,,,,,,0.0,shopify,15,deny,manual,44.95,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1014/8016/9817/files/2_0dfe4e01-9adb-4651-a223-fda0e9013041.png?v=1778093367,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/1_2b6fb4b5-4a0e-4d19-9a3f-1af2cc1fd88f.png?v=1778093367,kg,,,,,,,,,,,,
ensemble-rose-elegant-deux-pieces,,,,,,,,,Rose,,,L,,,,,,0.0,shopify,15,deny,manual,44.95,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1014/8016/9817/files/3_9e88b817-4df6-4e5d-a34d-5bc60c465d91.png?v=1778093367,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/1_2b6fb4b5-4a0e-4d19-9a3f-1af2cc1fd88f.png?v=1778093367,kg,,,,,,,,,,,,
ensemble-rose-elegant-deux-pieces,,,,,,,,,Rose,,,XL,,,,,,0.0,shopify,15,deny,manual,44.95,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1014/8016/9817/files/4_699f62c3-521a-4d45-bc0f-89d5eb10f50b.png?v=1778093367,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1014/8016/9817/files/1_2b6fb4b5-4a0e-4d19-9a3f-1af2cc1fd88f.png?v=1778093367,kg,,,,,,,,,,,,
